section,exercise_number,exercise_text,a,b,c,d,e,f,author,graphic,answer,solution
"2. FIZICĂ MOLECULARĂ ŞI TERMODINAMICĂ","2.242","Un gaz aflat la o anumită presiune $p_{1}$ are viteza termică $v_{t_{1}}=10 \mathrm{~m} / \mathrm{s}$. Să se indice viteza termică a aceluiaşi gaz dacă presiunea creşte de 100 ori, în condiții de volum constant.\\","$1000 \mathrm{~m} / \mathrm{s}$","$0,1 \mathrm{~m} / \mathrm{s}$","$50 \mathrm{~m} / \mathrm{s}$","$100 \mathrm{~m} / \mathrm{s}$","$20 \mathrm{~m} / \mathrm{s}$","$10 \mathrm{~m} / \mathrm{s}$","Cristian Toma","N/A","D","Întrucât $\quad p_{1}=(1 / 3) m n v_{t_{1}}^{2} \quad$ şi $\quad p_{2}=(1 / 3) m n v_{t_{2}}^{2}$\\ (unde $m$ reprezintă masa particulelor gazului, iar $n$ reprezintă densitatea lor), rezultă prin împărțire: $p_{1} / p_{2}=v_{t_{1}}^{2} / v_{t_{2}}^{2}$.\\ Acest raport fiind egal cu $1 / 100$ (din enunț) rezultă $v_{i_{2}}^{2}=100 \cdot v_{i_{1}}^{2}$, şi deci\\ $v_{t_{2}}=10 \cdot v_{t_{1}}=100 \mathrm{~m} / \mathrm{s}$\\"
"2. FIZICĂ MOLECULARĂ ŞI TERMODINAMICĂ","2.243","Un recipient ce conține vapori de apă la temperatura de $497 \mathrm{~K}$, volumul $V=3,1 \mathrm{~m}^{3}$ şi presiunea atmosferică $p=10^{5} \mathrm{~N} / \mathrm{m}^{2}$, începe să primească alți vapori de apă printr-un orificiu, fiind menținute în permanență valorile inițiale ale presiunii şi volumului. Să se indice câți moli poate primi recipientul, pentru ca moleculele de apă să ocupe în continuare întregul volum al recipientului.\\","$1 \mathrm{~mol}$","$3 \mathrm{~moli}$","$5 \mathrm{~moli}$","$75 \mathrm{~moli}$","$25 \mathrm{~moli}$","$10 \mathrm{~moli}$","Cristian Toma","N/A","E","Temperatura finală ce poate fi admisă de recipient pentru a mai fi îndeplinită condiția din enunț (de ocupare a întregului volum, ceea ce înseamnă menținerea stării de agregare gazoase) este $T_{f}=373 \mathrm{~K}\left(100^{\circ} \mathrm{C}\right)$, pentru presiunea dată (cea atmosferică). Din relația $p V=n_{f} R T_{f}$ se obține numărul final de moli $n_{f}=p V /\left(R T_{f}\right)=1 \mathrm{~mol}$. Numărul inițial de moli $n_{i}$ se obține din relația $p V=n_{i} R T_{i}$, în care $T_{i}$ este temperatura inițială. Rezultă $n_{i}=75$ moli, ceea ce înseamnă că recipientul mai poate primi $\Delta n=n_{f}-n_{i}=25$ moli.\\"
"2. FIZICĂ MOLECULARĂ ŞI TERMODINAMICĂ","2.244","Un recipient de formă cubică (cu latura $L$ ) conține aer la temperatura $T=27^{0} \mathrm{C}$ şi presiunea $p=10^{5} \mathrm{~N} / \mathrm{m}^{2}$. Aceleaşi valori ale temperaturii şi presiunii se consideră a le avea şi aerul din mediul exterior. La un moment dat se deschide un orificiu circular de rază $r=1 \mathrm{~cm}$ în mijlocul unui perete lateral. Cu ce viteză medie (în timp) se va deplasa spre exterior o particulă aflată în mijlocul orificiului începând din acel moment?\\","$500 \mathrm{~m} / \mathrm{s}$","$0,5 \mathrm{~m} / \mathrm{s}$","$1 \mathrm{~m} / \mathrm{s}$","$250 \mathrm{~m} / \mathrm{s}$","$8 \mathrm{~m} / \mathrm{s}$","$0 \mathrm{~m} / \mathrm{s}$","Cristian Toma","N/A","F","Datorită faptului că mediul exterior are aceleaşi valori ale temperaturii şi presiunii ca şi recipientul, se poate considera că în dreptul orificiului particulele se comportă exact în acelaşi fel ca şi în interiorul recipientului, în absența orificiului. Întrucât în interiorul recipientului, în absența unei legături cu exteriorul, nu apar deplasări în timp ale particulelor de aer într-o direcție privilegiată, înseamnă că valoarea medie a vitezei în orice direcție este nulă, şi aceeaşi valoare nulă o va avea astfel şi viteza medie (în timp) a particulei din centrul orificiului creat.\\"
"2. FIZICĂ MOLECULARĂ ŞI TERMODINAMICĂ","2.245","Un recipient ce conține $(2 / 3) \cdot 10^{-5} \mathrm{~moli}$ de gaz este apăsat de un piston cilindric de masă $m=16,62 \mathrm{~kg}$ pe suprafața $S=0,01 \mathrm{~m}^{2}$. Ce temperatură trebuie obținută în interior pentru ca pistonul cilindric să se deplaseze vertical cu accelerația $a=10 \mathrm{~m} / \mathrm{s}^{2}$ vertical în sus. (Se consideră $g=10 \mathrm{~m} / \mathrm{s}^{2}$ şi $R=8,31 \mathrm{~J} / \mathrm{molK}$ ). Recipientul are volumul $V=1 \mathrm{~cm}^{3}$ şi în exterior este vid.\\","$600 \mathrm{~K}$","$300 \mathrm{~K}$","$1000 \mathrm{~K}$","$1200 \mathrm{~K}$","$800 \mathrm{~K}$","$6 \mathrm{~K}$","Cristian Toma","N/A","A","Forța $F$ necesară este dată de relația:\\ $F=m g+m a=2 m g=332,4 \mathrm{~N}$\\ Presiunea $p$ necesară este dată de relația $p=F / S=2 \mathrm{mg} / S$, iar din relația\\ $p V=\nu R T$\\ rezultă:\\ $T=p V /(\nu R)=(2 m g / S) V /(\nu R)=600 \mathrm{~K}$.\\"
"2. FIZICĂ MOLECULARĂ ŞI TERMODINAMICĂ","2.246","Un gaz este răcit izocor de la $t_{1}=100^{\circ} \mathrm{C}$ la $t_{2}=25^{\circ} \mathrm{C}$. Cu cât la sută variază presiunea?\\","$75 \%$","$25 \%$","$20,1 \%$","$7,98 \%$","$7,5 \%$","$79,8 \%$","Mona Mihǎilescu","N/A","C","$T_{1}=100+273=373 \mathrm{~K} ; \quad T_{2}=25+273=298 \mathrm{~K}$\\ $\frac{p_{1}}{T_{1}}=\frac{p_{2}}{T_{2}} \frac{p_{2}}{p_{1}}=\frac{T_{2}}{T_{1}} ; \frac{p_{1}-p_{2}}{p_{1}}=\frac{T_{1}-T_{2}}{T_{1}}$\\ $\frac{p_{1}-p_{2}}{p_{1}}=\frac{\Delta p}{p_{1}}=\frac{75}{373}=20,1 \%$\\"
"2. FIZICĂ MOLECULARĂ ŞI TERMODINAMICĂ","2.247","Presiunea dintr-un vas de volum $V=8,31 \mathrm{~litri}$ scade cu $\Delta p=5 \cdot 10^{5} \mathrm{~N} / \mathrm{m}^{2}$ prin deschiderea unei supape. Ce masă de aer iese din vas dacă temperatura este de $17^{\circ} \mathrm{C}$ ? (Se dau: $R=8310 \mathrm{~J} / \mathrm{kmolK}, \mu=29 \mathrm{~kg} / \mathrm{kmol}$ )\\","$\Delta m=5 \mathrm{~kg}$","$\Delta m=200 \mathrm{~g}$","$\Delta m=5 \mathrm{~g}$","$\Delta m=50 \mathrm{~g}$","$\Delta m=20 \mathrm{~kg}$","$\Delta m=50 \mathrm{~kg}$","Mona Mihǎilescu","N/A","D","$V_{1}=8,31$ litri $=8,31 \cdot 10^{-3} \mathrm{~m}^{3}$\\ $\begin{array}{lrr} p_{1} V_{1}=\frac{m_{1}}{\mu} R T_{1} & V_{1}=V_{2}=V & T_{1}=T_{2}=T \end{array}$\\ $p_{2} V_{2}=\frac{m_{2}}{\mu} R T_{2}$ le scădem \\ $V \Delta p=\frac{\Delta m}{\mu} R T ; \Delta m=\frac{\mu V \Delta p}{R T}=50 \mathrm{~g}$.\\"
"2. FIZICĂ MOLECULARĂ ŞI TERMODINAMICĂ","2.248","Un metru cub de hidrogen se află la presiunea de $1 \mathrm{~atm}$. Sã se calculeze lucrul mecanic efectuat la dublarea izotermă a volumului. $(\ln 2=0,693)$\\","$L=69,3 \cdot 10^{2} \mathrm{~J}$","$L=0,693 \cdot 10^{3} \mathrm{~J}$","$L=693 \mathrm{~J}$","$L=69,3 \mathrm{~J}$","$L=6,93 \cdot 10^{4} \mathrm{~J}$","$L=0,693 \mathrm{~J}$","Mona Mihăilescu","N/A","E","$L=\nu R T \ln \frac{V_{f}}{V_{i}}, p_{i} V_{i}=\nu R T, L=p_{i} V_{i} \ln \frac{V_{f}}{V_{i}}=6,93 \cdot 10^{4} \mathrm{~J}$.\\"
"2. FIZICĂ MOLECULARĂ ŞI TERMODINAMICĂ","2.249","Un cilindru orizontal de lungime $L=1 \mathrm{~m}$ şi secțiunea $S=2 \cdot 10^{-3} \mathrm{~m}^{2}$ este împărțit în două părți egale printr-un piston mobil. În cele două compartimente se află aer la $p_{0}=10^{5} \mathrm{~N} / \mathrm{m}^{2}$ şi la aceeaşi temperatură. Se deplasează pistonul cu $h=0,4 \mathrm{~m}$ față de poziția inițială. Ce forță acționează asupra pistonului pentru a-l menține în această poziție ?\\","$195,1 \mathrm{~N}$","$888,8 \mathrm{~N}$","$555,5 \mathrm{~N}$","$17,3 \mathrm{~N}$","$8,88 \mathrm{~N}$","$95,2 \mathrm{~N}$","Mona Mihăilescu","N/A","B","Starea inițială este dată în figura problemei a), iar cea finală în figura problemei b) avem:\\ $p_{0} V_{0}=p_{1} V_{1}$\\ $p_{0} \frac{L}{2} S=p_{1}\left(\frac{L}{2}-h\right) S ; p_{1}=\frac{p_{0} L}{L-2 h}$\\ $p_{0} V_{0}=p_{2} V_{2} ; p_{0} \frac{L}{2} S=p_{2}\left(\frac{L}{2}+h\right) S$\\ $p_{2}=\frac{p_{0} L}{L+2 h}$\\ $\Delta p=p_{1}-p_{2}=p_{0} L\left(\frac{1}{L-2 h}-\frac{1}{L+2 h}\right)=\frac{p_{0} L \cdot 4 h}{L^{2}-4 h^{2}}$\\ $F=\Delta p \cdot S=\frac{p_{0} L \cdot 4 h}{L^{2}-4 h^{2}}=888,8 \mathrm{~N}$\\ \begin{center} \includegraphics[width=0.4\linewidth]{images/2025_07_01_5b3ff9fa0d508c8e9f17g-324}\\ Figura problemei \end{center}\\"
"2. FIZICĂ MOLECULARĂ ŞI TERMODINAMICĂ","2.250","O bulă sferică formată pe fundul unui lac de adâncime $H$ se ridică la suprafața apei. Să se afle dependența razei bulei de adâncime $h$ la care se află la un moment dat, dacă volumul inițial este $V_{0}$. Nu se ține seama de tensiunea superficială. Se dau: $p_{0}$ şi $\rho$.\\","$\sqrt[3]{\frac{3\left(p_{0}-\rho g H\right) H_{0}}{4 \pi\left(p_{0}+\rho g h\right)}}$","$\sqrt[3]{\frac{3\left(p_{0}+\rho g H\right)}{4 \pi V_{0}\left(p_{0}+\rho g h\right)}}$","$\sqrt[3]{\frac{3\left(p_{0}+\rho g H\right) V_{0}}{4 \pi\left(p_{0}+\rho g h\right)}}$","$\sqrt[3]{\frac{3\left(p_{0}+\rho g H\right) V_{0}}{4 \pi\left(p_{0}+\rho g H\right)}}$","$\sqrt[3]{\frac{4 \pi V_{0}\left(p_{0}+\rho g h\right)}{3\left(p_{0}+\rho g H\right)}}$","$\sqrt[3]{\frac{3}{4 \pi} \frac{\left(p_{0}+\rho g H\right) V_{0}}{4\left(p_{0}-\rho g h\right)}}$","Mona Mihăilescu","N/A","C","Ecuația transformării izoterme\\ $\left(p_{0}+\rho g H\right) V_{0}=\left(p_{0}+\rho g h\right) \frac{4 \pi r^{3}}{3} ; \quad r=\sqrt[3]{\frac{3\left(p_{0}+\rho g H\right) V_{0}}{4 \pi\left(p_{0}+\rho g h\right)}}$\\"
"2. FIZICĂ MOLECULARĂ ŞI TERMODINAMICĂ","2.251","Dreptele din Fig. 2.38. reprezintă dependența volumului unui gaz de temperatură în timpul unor procese izobare desfăşurate la presiunile $p_{1}, p_{2}$ şi respectiv $p_{3}$. Să se aranjeze aceste presiuni în ordine crescătoare:\\","$p_{1}, p_{2}, p_{3}$","$p_{1}, p_{3}, p_{2}$","$p_{2}, p_{1}, p_{3}$","$p_{3}, p_{1}, p_{2}$","$p_{3}, p_{2}, p_{1}$","$p_{2}, p_{3}, p_{1}$","Mona Mihăilescu","images/2025_07_01_5b3ff9fa0d508c8e9f17g-130","E","Panta $m$ a dreptei care prin 2 stări oarecare\\ $p_{1}, V_{1}, T_{1}$ si $p_{2}, V_{2}, T_{2}$ de pe dreapta 1 este $m_{1}=\frac{V_{2}-V_{1}}{T_{2}-T_{1}}$. Din ecuația de stare $p_{1} V_{1}=\nu R T_{1}, p_{1} V_{2}=\nu R T_{2}, p_{1} \Delta V=\nu R \Delta T, m_{1}=\frac{\Delta V}{\Delta T}=\frac{\nu R}{p_{1}}$.\\ Din figură se observă $m_{1}<m_{2}<m_{3}$.\\ Pantele $m_{i}(i=1,2,3)$ sunt invers proporționale cu presiunile $p_{3}<p_{2}<p_{1}$.\\"
"2. FIZICĂ MOLECULARĂ ŞI TERMODINAMICĂ","2.252","Două corpuri au următoarele caracteristici: corpul $1-m_{1}, c_{1}, t_{1}$, iar corpul 2- $m_{2}=m_{1} / 2, c_{2}=4 c_{1}, t_{2}=2 t_{1}$ şi sunt introduse într-un calorimetru de capacitate calorică neglijabilă. Până în momentul realizării echilibrului termic calorimetrul cedează în exterior căldura $Q=\frac{3}{2} m_{1} c_{1} t_{1}$. În această situație, în momentul realizării echilibrului termic temperatura este:\\","$(5 / 3) \cdot t_{1}$","$t_{1}$","$\frac{3}{2} t_{1}$","$\frac{7}{6} t_{1}$","$1,5 t_{1}$","$8 t_{1}$","Mihai Stafe","N/A","D","Corpul 2 cedează căldură. O parte este preluată de corpul 1, iar alta $(Q)$ se pierde în exterior. Astfel, ecuația calorimetrică este:\\ $m_{2} c_{2}\left(t_{2}-t_{f}\right)=m_{1} c_{1}\left(t_{f}-t_{1}\right)+\frac{3}{2} m_{1} c_{1} t_{1}$ sau\\ $\frac{m_{1}}{2} 4 c_{1}\left(2 t_{1}-t_{f}\right)=\frac{1}{2} m_{1} c_{1} t_{1}+m_{1} c_{1} t_{f}$ de unde\\ $t_{f}=\frac{7}{6} t_{1}$\\"
"2. FIZICĂ MOLECULARĂ ŞI TERMODINAMICĂ","2.253","Un gaz ideal cu volumul $V_{1}=0,1 \mathrm{~m}^{3}$, aflat la presiunea $p_{1}=10^{5} \mathrm{~N} / \mathrm{m}^{2}$ parcurge transformarea $p=\alpha V$, unde $\alpha$ este o constantă pozitivă. Lucrul mecanic efectuat de gaz în destinderea sa până la un volum de $n=3$ ori mai mare are valoarea:\\","$45 \mathrm{~kJ}$","$40 \mathrm{~kJ}$","$80 \mathrm{~kJ}$","$90 \mathrm{~kJ}$","$50 \mathrm{~kJ}$","$42 \mathrm{~J}$","Mihai Stafe","N/A","B","În coordonate $(p, V)$ destinderea gazului ideal se reprezintă printr-o dreaptǎ (vezi figura problemei). Aria figurii de sub grafic reprezintă tocmai lucrul mecanic efectuat în timpul transformării:\\ $L=\frac{\left(p_{1}+p_{2}\right)\left(V_{1}-V_{2}\right)}{2}$\\ Dar $V_{2}=n V_{1}$ iar $p_{2}=\alpha V_{2}=n \alpha V_{1}$, deci\\ $L=\frac{\left(p_{1}+n \alpha V_{1}\right)(n-1) V_{1}}{2}$\\ Din $p_{1}=\alpha V_{1} \Rightarrow \alpha=\frac{p_{1}}{V_{1}}$ şi $L=\frac{n^{2}-1}{2} p_{1} V_{1}=40 \mathrm{~kJ}$.\\ \begin{center} \includegraphics[width=0.4\linewidth]{images/2025_07_01_5b3ff9fa0d508c8e9f17g-325(1)}\\ Figura problemei \end{center}\\"
"2. FIZICĂ MOLECULARĂ ŞI TERMODINAMICĂ","2.254","Un motor termic parcurge ciclul reprezentat în Fig. 2.39 in care $T_{B}=e T_{A}$, unde $e=2,718$. Randamentul ciclului are valoarea:\\","0,25","0,42","0,5","0,99","0,80","0,20","Mihai Stafe","images/2025_07_01_5b3ff9fa0d508c8e9f17g-131(1)","B","Randamentul ciclului este:\\ $\eta=1-\frac{\left|Q_{\text{ced}}\right|}{Q_{\text{abs}}}=1-\frac{\left|Q_{C A}\right|}{Q_{A B}}=1-\frac{\nu R T_{A} \ln \frac{V_{C}}{V_{A}}}{\nu C_{p}\left(T_{B}-T_{A}\right)}=1-\frac{\gamma-1}{\gamma(e-1)} \ln \frac{V_{C}}{V_{A}}$\\ Din ecuația transformărilor:\\ $\mathrm{BC}: T_{B} V_{B}^{\gamma-1}=T_{A} V_{C}^{\gamma-1}, \quad \mathrm{AB}: \frac{V_{A}}{T_{A}}=\frac{V_{B}}{T_{B}} \text { cu } T_{B}=e T_{A}$.\\ Rezultă $\frac{V_{C}}{V_{A}} e^{\frac{\gamma}{\gamma-1}}$ sau $\ln \frac{V_{C}}{V_{A}}=\frac{\gamma}{\gamma-1}$ şi\\ $\eta=\frac{e-2}{e-1}=0,42$.\\"
"2. FIZICĂ MOLECULARĂ ŞI TERMODINAMICĂ","2.255","Un gaz ideal parcurge transformarea ciclică în coordonate ( $p-T$ ) reprezentată în Fig. 2.40. Valoarea maximă a volumului gazului corespunde stării:\\","A","B","C","D","A+B","A+D","Mihai Stafe","images/2025_07_01_5b3ff9fa0d508c8e9f17g-131","D","În coordonate ( $p, T$ ), transformarea izocoră este o dreaptă ce trece prin origine: $p=\frac{\nu R}{V} T$, coeficientul $\frac{\nu R}{V}$ este egal cu panta acestei drepte. Astfel, valoarea maximă a volumului corespunde stării pentru care panta este minimă, adică pentru transformarea $O D$.\\"
"2. FIZICĂ MOLECULARĂ ŞI TERMODINAMICĂ","2.256","Un gaz ideal monoatomic este comprimat după legea $p=\alpha V+\beta$ de la $V_{1}=20$ litri la $V_{2}=1$ litru $\left(\alpha=10^{6} \mathrm{~N} / \mathrm{m}^{5}, \beta=10^{5} \mathrm{~N} / \mathrm{m}^{2}\right)$. Căldura molară a gazului în acest proces este egalǎ cu $\left(C_{V}=\frac{3}{2} R\right)$ :\\","$C_{V}$","$2 C_{V}$","$1,6 C_{V}$","$2,3 C_{V}$","$2,66 C_{V}$","$0,5 C_{V}$","Mihai Stafe","N/A","C","În coordonate $(p, V)$ transformarea $1 \rightarrow 2$ este o dreaptă. (figura problemei)\\ $C=\frac{Q}{\nu\left(T_{2}-T_{1}\right)}=\frac{\Delta U+L}{\nu\left(T_{2}-T_{1}\right)}$\\ Dar $\quad \Delta U=\nu C_{v}\left(T_{2}-T_{1}\right)$\\ $L=\operatorname{aria}\left(12 V_{2} V_{1}\right)=\frac{1}{2}\left(p_{1}+p_{2}\right)\left(V_{2}-V_{1}\right)=\frac{1}{2}\left[\alpha\left(V_{2}+V_{1}\right)+2 \beta\right]\left(V_{2}-V_{1}\right)$, iar\\ $T_{2}-T_{1}=\frac{p_{2} V_{2}-p_{1} V_{1}}{\nu R}=\frac{V_{2}-V_{1}}{\nu R}\left[\alpha\left(V_{2}+V_{1}\right)+\beta\right]$\\ Deci $C=C_{V}+\frac{3 R}{5}=1,6 C_{V}$.\\ \begin{center} \includegraphics[width=0.4\linewidth]{images/2025_07_01_5b3ff9fa0d508c8e9f17g-325}\\ Figura problemei \end{center}\\"
"2. FIZICĂ MOLECULARĂ ŞI TERMODINAMICĂ","2.257","Temperatura unui amestec format din $m_{1}=5 \mathrm{~kg}$ apă la temperatura $t_{1}=5^{\circ} \mathrm{C}$ şi $m_{2}=15 \mathrm{~kg}$ apă la temperatura $t_{2}=15^{\circ} \mathrm{C}$ este egală cu:\\","$-2^{\circ} \mathrm{C}$","$-1^{\circ} \mathrm{C}$","$12,5^{\circ} \mathrm{C}$","$1^{\circ} \mathrm{C}$","$2^{\circ} \mathrm{C}$","$5^{\circ} \mathrm{C}$","Gabriela Cone","N/A","C","$Q_{\text {cedat }}=Q_{\text {ambiant }}$ adică\\ $m_{1} c_{a}\left(\theta-t_{1}\right)=m_{2} c_{a}\left(t_{2}-\theta\right)$ de unde $\theta=12,5^{\circ} \mathrm{C}$\\"
"2. FIZICĂ MOLECULARĂ ŞI TERMODINAMICĂ","2.258","Un gaz ideal cu cu volumul $V_{1}=0,3 \mathrm{~m}^{3}$, aflat la presiunea $p_{1}=3 \cdot 10^{4} \mathrm{~N} / \mathrm{m}^{2}$, parcurge transformarea $p=a V$, unde $a$ este o constantă pozitivă. Lucrul mecanic efectuat de gaz în destinderea sa până la un volum de $n=3$ ori mai mare are valoarea :\\","$20 \mathrm{~kJ}$","$25 \mathrm{~kJ}$","$30 \mathrm{~kJ}$","$36 \mathrm{~kJ}$","$41 \mathrm{~kJ}$","$40 \mathrm{~kJ}$","Gabriela Cone","N/A","D","Conform figurii problemei lucrul mecanic este egal cu aria trapezului $V_{1} 12 n V_{1}$,\\ $L=\frac{n p_{1}+p_{1}}{2}\left(n V_{1}-V_{1}\right)=\frac{n^{2}-1}{2} p_{1} V_{1}=36 \mathrm{~kJ}$\\ \begin{center} \includegraphics[width=0.4\linewidth]{images/2025_07_01_5b3ff9fa0d508c8e9f17g-326}\\ Figura problemei \end{center}\\"
"2. FIZICĂ MOLECULARĂ ŞI TERMODINAMICĂ","2.259","Două vase având volumele $V_{1}$ şi $V_{2}=n V_{1}(n=3)$ conțin gaz ideal la presiunea $p$ şi sunt legate printr-un tub de volum neglijabil. Inițial cele două vase se află la aceeaşi temperatură $T$. Ulterior se încălzeşte vasul $V_{1}$ până la temperatura $T_{1}=k T(k=2)$. Raportul dintre presiunea gazului în stările finală şi inițială este:\\","$1 / 3$","$1 / 2$","$5 / 3$","$5 / 6$","$8 / 7$","$3 / 2$","Gabriela Cone","N/A","E","Scriind conservarea numărului de moli:\\ $\frac{p V_{1}}{R T}+\frac{p n V_{1}}{R T}=\frac{p_{1} V_{1}}{R k T}+\frac{p_{1} n V_{1}}{R T}$, \\ rezultă raportul\\ $\frac{p_{1}}{p}=\frac{k(n+1)}{1+n k}=\frac{8}{7}$\\"
"2. FIZICĂ MOLECULARĂ ŞI TERMODINAMICĂ","2.260","O cantitate de gaz perfect parcurge ciclul din Fig. 2.41 cu randamentul $\eta=2 / 11$. Transformările $1 \rightarrow 2$ şi $3 \rightarrow 4$ sunt izoterme $\left(p_{1}=10^{5} \mathrm{~N} / \mathrm{m}^{2}, \quad p_{2}=2,718 \cdot 10^{5} \quad \mathrm{~N} / \mathrm{m}^{2}\right.$, $T_{1}=T_{2}$ şi $T_{3}=T_{4}=2 T_{1}$ ). Exponentul adiabatic al gazului are valoarea:\\","$5 / 3$","$7 / 5$","$4 / 3$","$8 / 7$","$10 / 7$","2","Gabriela Cone","images/2025_07_01_5b3ff9fa0d508c8e9f17g-132","B","Randamentul,\\ $=1-\frac{\gamma+(\gamma-1) \ln \frac{V_{1}}{V_{2}}}{\gamma+2(\gamma-1) \ln \frac{V_{4}}{V_{3}}}$, unde $p_{1} V_{1}=p_{2} V_{2}$ şi $p_{1} V_{4}=p_{2} V_{3}$,\\ deci, $\frac{V_{1}}{V_{2}}=\frac{V_{4}}{V_{3}}=\frac{p_{2}}{p_{1}}=e$. Deci, $\eta=\frac{\gamma-1}{3 \gamma-2}=\frac{2}{11}$, de unde $\gamma=\frac{7}{5}$.\\"
"2. FIZICĂ MOLECULARĂ ŞI TERMODINAMICĂ","2.261","Într-un vas închis se află un amestec de oxigen cu azot la temperatura $t=527^{\circ} \mathrm{C}$ şi presiunea $p=10^{5} \mathrm{~N} / \mathrm{m}^{2}\left(\mu_{\mathrm{O}_{2}}=32 \mathrm{~kg} / \mathrm{kmol}, \mu_{\mathrm{N}_{2}}=28 \mathrm{~kg} / \mathrm{kmol}\right)$ in număr egal de moli. Raportul vitezelor pătratice medii ale moleculelor celor două gaze este egal cu:\\","$\frac{1}{2}$","$\sqrt{\frac{3}{5}}$","$\frac{1}{3}$","$\sqrt{\frac{7}{8}}$","$\sqrt{\frac{5}{7}}$","$\frac{2}{3}$","Gabriela Cone","N/A","D","Raportul vitezelor este $\frac{\nu_{T, \mathrm{O}_{2}}}{\nu_{T, \mathrm{~N}_{2}}}=\frac{\sqrt{\frac{3 R T}{\mu_{\mathrm{O}_{2}}}}}{\sqrt{\frac{3 R T}{\mu_{\mathrm{N}_{2}}}}}=\frac{\sqrt{\mu_{\mathrm{N}_{2}}}}{\sqrt{\mu_{\mathrm{O}_{2}}}}=\sqrt{\frac{7}{8}}$.\\"
"2. FIZICĂ MOLECULARĂ ŞI TERMODINAMICĂ","2.262","Într-un corp de pompă cu volumul $V=5$ litri se află $m=0,8 \mathrm{~kg}$ oxigen ( $\mu_{\mathrm{O}_{2}}=32 \mathrm{~kg} / \mathrm{kmol}$ ) la temperatura $T=320 \mathrm{~K}$. Volumul gazului se reduce izoterm până la valoarea $V_{1}=4 \mathrm{~litri}$. Variația densității oxigenului este:\\","$10 \mathrm{~kg} / \mathrm{m}^{3}$","$15 \mathrm{~kg} / \mathrm{m}^{3}$","$20 \mathrm{~kg} / \mathrm{m}^{3}$","$30 \mathrm{~kg} / \mathrm{m}^{3}$","$40 \mathrm{~kg} / \mathrm{m}^{3}$","$55 \mathrm{~kg} / \mathrm{m}^{3}$","Gabriela Cone","N/A","E","$\Delta \rho=\rho_{2}-\rho_{1}=\frac{m}{V_{1}}-\frac{m}{V_{2}}=40 \mathrm{~kg} / \mathrm{m}^{3}$.\\"
"2. FIZICĂ MOLECULARĂ ŞI TERMODINAMICĂ","2.263","Un mol de gaz ideal care parcurge un ciclu Carnot produce lucrul mecanic $L=1,2 \cdot 10^{5} \mathrm{~J}$ în decursul unui ciclu. Temperatura sursei reci este $T_{2}=280 \mathrm{~K}$ şi valoarea minimă atinsă de volumul gazului în decursul ciclului este $V_{m}=0,014 \mathrm{~m}^{3}$. În aceeaşi stare presiunea gazului are valoarea $p_{1}=4,155 \cdot 10^{5} \mathrm{~N} / \mathrm{m}^{2}$. Căldura cedată sursei reci în fiecare ciclu este egală cu:\\","$10 \mathrm{~kJ}$","$20 \mathrm{~kJ}$","$40 \mathrm{~kJ}$","$60 \mathrm{~kJ}$","$80 \mathrm{~kJ}$","$95 \mathrm{~kJ}$","Gabriela Cone","N/A","E","Conform enunţului, $p_{1} V_{\min }=\nu R T_{1}$, de unde $T_{1}=\frac{p_{1} V_{\min }}{v R}$. Dar, randamentul $\eta=\frac{L}{Q_{1}}=\frac{L}{L+\left|Q_{2}\right|}=1-\frac{T_{2}}{T_{1}}$, adică $\left|Q_{2}\right|=\frac{\nu R T_{2} L}{p_{1} V_{\text {min }}-\nu R T_{2}}=80 \mathrm{~kJ}$.\\"
