section,exercise_number,exercise_text,a,b,c,d,e,f,author,graphic,answer,solution
"3. ELECTRICITATE ŞI MAGNETISM","3.160","Un solenoid având $8$ spire/$\mathrm{cm}$, foarte lung, este parcurs de un curent cu intensitatea de $16 \mathrm{~A}$ . Pe axul solenoidului este plasat un conductor având lungimea de $25 \mathrm{~cm}$ , prin care circulă acelaşi curent ca şi prin solenoid. Care este forța exercitată de solenoid asupra conductorului axial ?\\","$0,01 \mathrm{~N}$ în sensul curentului","$0,04 \mathrm{~N}$ în sensul curentului","$0,01 \mathrm{~N}$ în sensul opus curentului","$0,04 \mathrm{~N}$ în sensul opus curentului","0","Forța nu se poate determina cantitativ deoarece ångstromul nu este o unitate pentru intensitatea curentului electric","Radu Chişleag","N/A","E","$\vec{F}=I(\vec{l} \times \vec{B})=0$.\\"
"3. ELECTRICITATE ŞI MAGNETISM","3.161","Un solenoid cu lungimea $l$ și fără miez magnetic are inductanța $L_{0}=0,24 \mathrm{H}$. În solenoid se introduce un miez de lungimea solenoidului format din doi cilindri de materiale feromagnetice, unul de lungime $0,8 l$ şi permeabilitate relativă 750, iar celălalt pe restul lungimii, de permeabilitate relativă 250 . Care este inductanța noului solenoid ?\\","$84 \mathrm{~H}$","$0,65 \mathrm{H}$","$0,89 \mathrm{H}$","$240 \mathrm{~H}$","$156 \mathrm{~H}$","$1200 \mathrm{~mH}$","Radu Chişleag","N/A","E","$L_{0}=\frac{\mu_{0} \mu_{r 0} N^{2} S}{l}=\mu_{0} n^{2} S l \mu_{r 0}$;\\ $L =\mu_{0} S n^{2}\left[p l \mu_{r 1}+(1-p) l \mu_{r 2}\right]= $\\$=\mu_{0} S n^{2} l\left[p \mu_{r 1}+(1-p) \mu_{r 2}\right]=L_{0}\left[p \mu_{r 1}+(1-p) \mu_{r 2}\right]=156 \mathrm{~N}$.\\"
"3. ELECTRICITATE ŞI MAGNETISM","3.162","Tensiunea la bornele unei surse de curent continuu $U_{B}$ este mai mare decât tensiunea ei electromotoare $E$ dacă sursa considerată este legată:\\","în serie cu un rezistor având rezistența infinită","în paralel cu o altă sursă având $E^{\prime}>E$","în serie cu o altă sursă având $E^{\prime}>E$","în opoziție cu o altă sursă având $E^{\prime}>E$","în serie cu o altă sursă având $E^{\prime}<E$","nu se poate obține o asmenea situație","Nicoleta Eşeanu","N/A","D","Răspuns corect: D).\\"
"3. ELECTRICITATE ŞI MAGNETISM","3.163","Alegeți varianta corectă pentru orientarea forței Lorentz (pentru cazurile A, C şi E sarcina electrică este pozitivă, iar pentru celelalte sarcina electrică este negativă; Fig. 3.28):\\","\includegraphics[width=0.4\linewidth]{images/2025_07_01_5b3ff9fa0d508c8e9f17g-180(1)A}","\includegraphics[width=0.4\linewidth]{images/2025_07_01_5b3ff9fa0d508c8e9f17g-180(1)B}","\includegraphics[width=0.4\linewidth]{images/2025_07_01_5b3ff9fa0d508c8e9f17g-180(1)C}","\includegraphics[width=0.4\linewidth]{images/2025_07_01_5b3ff9fa0d508c8e9f17g-180(1)D}","\includegraphics[width=0.4\linewidth]{images/2025_07_01_5b3ff9fa0d508c8e9f17g-180(1)E}","\includegraphics[width=0.4\linewidth]{images/2025_07_01_5b3ff9fa0d508c8e9f17g-180(1)F}","Nicoleta Eşeanu","images/2025_07_01_5b3ff9fa0d508c8e9f17g-180(1)","D","Răspuns corect: D).\\"
"3. ELECTRICITATE ŞI MAGNETISM","3.164","Alegeți afirmația corectă referitoare la fenomenul de inducție electromagnetică:\\","tensiunea electromotoareindusă într-un circuit depinde numai de aria circuitului şi de inducția magnetică","tensiunea electromotoareindusă într-un circuit este egală cu fluxul magnetic prin suprafața acelui circuit luat cu semn schimbat","tensiunea electromotoareindusă într-o bobină cu $N$ spire este de $N$ ori mai mică decât cea indusă într-o spiră","tensiunea electromotoareindusă într-un circuit este egală cu viteza de variație a fluxului magnetic prin suprafața acelui circuit luată cu semn schimbat","sensul curentului indus este astfel încât fluxul său magnetic se opune fluxului magnetic inductor","nici o variantă din cele anterioare nu este corectă","Nicoleta Eşeanu","N/A","D","Răspuns corect: D).\\"
"3. ELECTRICITATE ŞI MAGNETISM","3.165","În montajul din Fig. 3.29 se cunosc: $R=2 \mathrm{k} \Omega, R_{b}=8 \mathrm{k} \Omega, L=12 \mathrm{mH}$ şi $U=200 \mathrm{~V}$. Fluxul magnetic în bobină este:\\","$6 \cdot 10^{-5} \mathrm{~Wb}$","$12 \mathrm{~mWb}$","$0,1 \mathrm{~Wb}$","$0,24 \mathrm{mWb}$","$0,84 \mathrm{~Wb}$","$0,2 \mathrm{mT}$","Nicoleta Eşeanu","images/2025_07_01_5b3ff9fa0d508c8e9f17g-180","D","Fluxul magnetic apare in bobina prin care trece curentul $I_{b}=\frac{U}{R+R_{b}}$, iar $\Phi=L I_{b}=\frac{U L}{R+R_{b}}=0,24 \mathrm{~mWb}$.\\"
"3. ELECTRICITATE ŞI MAGNETISM","3.166","Prin vârfurile $\mathrm{A}, \mathrm{B}, \mathrm{C}$ şi $\mathrm{D}$ ale unui pătrat de latură $a$ trec patru conductoare paralele, infinit de lungi, perpendiculare pe planul pătratului, străbătute, în ordine, de următorii curenți: $I_{1}=2 I, I_{2}=I_{3}=I_{4}=I$. Curenții $I_{1}$ şi $I_{2}$ au sensul dinspre observator spre planul foii, iar ceilalți au sens invers față de primii doi. Forța pe unitatea de lungime care se exercită asupra conductorului $I_{3}$ este:\\","$\frac{\mu I^{2}(2+\sqrt{2})}{2 \pi a}$","$\frac{\mu I^{2}(2-\sqrt{2})}{2 \pi a}$","$\frac{2 \mu I^{2}}{\pi a}$","$\frac{\mu I^{2}}{\pi a}$","$\frac{2 \mu I^{2}(1+\sqrt{2})}{\pi a}$","nici o variantǎ nu este corectă","Nicoleta Eşeanu","N/A","D","Aplicăm formula forței de interacțiune dintre doi curenți liniari, pe unitatea de lungime:\\ $F_{13} / l=\mu I_{1} I_{3} /(2 \pi a \sqrt{2})=\mu I^{2} \sqrt{2} /(2 \pi a)$\\$F_{23} / l=F_{43} / l=\mu I^{2} /(2 \pi a)$,\\ aceste forțe sunt perpendiculare (figura problemei). Obținem: $F_{3 \mathrm{rez}}=\sqrt{F_{13}^{2}+2 F_{23}^{2}}=\frac{\mu I^{2}}{\pi a}$\\ \begin{center} \includegraphics[width=0.4\linewidth]{images/2025_07_01_5b3ff9fa0d508c8e9f17g-373}\\ Figura problemei \end{center}\\"
"3. ELECTRICITATE ŞI MAGNETISM","3.167","O particulă având sarcina $q=3,2 \cdot 10^{-19} \mathrm{C}$ şi masa $m=1,7 \cdot 10^{-27}$ kg descrie un cerc de rază $r=2 \mathrm{~cm}$ într-un câmp magnetic uniform de inducție $B=27 \mathrm{mT}$. Viteza particulei este:\\","$101 \mathrm{~km} / \mathrm{s}$","$7,8 \cdot 10^{-3} \mathrm{~m} / \mathrm{s}$","$1,25 \cdot 10^{7} \mathrm{~m} / \mathrm{s}$","$640 \mathrm{~m} / \mathrm{s}$","$160 \mathrm{~m} / \mathrm{s}$","$228 \mathrm{~m} / \mathrm{s}$","Nicoleta Eşeanu","N/A","A","Forța Lorentz este forță centripetă:\\ $q v B=m v^{2} / r \Rightarrow v=q r B / m=101 \mathrm{~km} / \mathrm{s}$.\\"
"3. ELECTRICITATE ŞI MAGNETISM","3.168","O bobină cu $n=10$ spire $/ \mathrm{cm}$ are volumul interior $V=10 \pi \mathrm{~cm}^{3}$ ocupat de un miez magnetic având permeabilitatea relativă $\mu_{r}=380$. Cunoaştem $\mu_{0}=4 \pi \cdot 10^{-7} \mathrm{~N} / \mathrm{A}^{2}$ şi $\pi^{2} \approx 10$. Inductanţa bobinei este:\\","$7,8 \mathrm{mH}$","$0,03 \mathrm{H}$","$3,8 \mathrm{mH}$","$15,2 \mathrm{mH}$","$4 \pi^{2} \cdot 10^{-3} \mathrm{H}$","$4 \pi \cdot 10^{-3} \mathrm{H}$","Nicoleta Eşeanu","N/A","D","$n=N / l$; volumul, $V=S l$; inductanța, $L=\frac{\mu_{0} \mu_{r} N^{2} S}{l}=\mu_{0} \mu_{r} n^{2} V=$ $=15,2 \mathrm{~mH}$.\\"
"3. ELECTRICITATE ŞI MAGNETISM","3.169","Un solenoid cu lungimea $\ell=0,5 \mathrm{~m}$ şi cu $n=200$ spire $/ \mathrm{m}$ este parcurs de un curent de intensitate $I=1 \mathrm{~A}$. Firul conductor (subțire) este înfăşurat pe un miez având aria secțiunii transversale $S=20 \mathrm{~cm}^{2}$ şi permeabilitatea relativă $\mu_{r}=400$. Intrerupem curentul într-un interval de timp $\Delta t=0,02 \mathrm{~s}$. Diferența de potențial apărută la bornele solenoidului este:\\","$(6,4 \pi) \mathrm{mV}$","$5,4 \mathrm{mV}$","$(0,32 \pi) \mathrm{V}$","$(8 \pi) \mathrm{V}$","$(0,4 \pi) \mathrm{mV}$","nici o variantă nu este corectă","Nicoleta Eşeanu","N/A","C","Inductanţa bobinei este: $L=\mu_{0} \mu_{r} n^{2} S l=6,4 \pi \mathrm{mH}$; din legea inducţiei electromagnetice, $e_{a}=-L \Delta I / \Delta t=L I / \Delta t=0,32 \pi \mathrm{~V}$.\\"
"3. ELECTRICITATE ŞI MAGNETISM","3.170","Un contur metalic pătrat, de latură $a=10 \mathrm{~cm}$ şi rezistență $R=2 \Omega$, este aşezat pe un plan orizontal într-un loc unde componenta verticală a câmpului magnetic terestru este $B_{v}=50 \mu \mathrm{~T}$. Răsturnăm conturul cu $180^{\circ}$ într-un interval de timp de $3 \mathrm{~s}$. Sarcina electrică ce trece prin cadru este:\\","$0,15 \mathrm{mC}$","$250 \mathrm{~nC}$","$13,33 \mu \mathrm{C}$","$0,5 \mu \mathrm{C}$","$0,85 \mathrm{mC}$","$0,35 \mathrm{mC}$","Nicoleta Eşeanu","N/A","D","Fluxul magnetic inițial: $\Phi_{i n}=B_{\nu} S \cos 0^{\circ}$; fluxul magnetic final: $\Phi_{\text {fin }}=B_{v} S \cos 180^{\circ} ; \Delta \Phi=2 B_{v} S$. Dar, $q=I \Delta t$, unde $I=e / R$, iar tensiunea electromotoare indusă este $e=-\frac{\Delta \Phi}{\Delta t}$. Astfel, sarcina electrică este egală cu $q=\frac{2 B_{v} a^{2}}{R}=0,5 \mu \mathrm{~C}$.\\"
"3. ELECTRICITATE ŞI MAGNETISM","3.171","Un electron şi o particulă $\alpha$ se mişcă într-un câmp magnetic pe traiectorii circulare cu aceeaşi viteză. Raportul dintre numărul de rotații pe secundă pe care le efectuează electronul şi respectiv particula $\alpha$ este egal cu (se dau: $m_{e}=9,1 \cdot 10^{-31} \mathrm{~kg}, m_{\alpha}=6,68 \cdot 10^{-27} \mathrm{~kg}$ şi sarcina particulei $q_{\alpha}=2 e$, unde $e$ este sarcina electronului):\\","367","4000","36,7","3670,3","6703","1813","Răzvan Mitroi","N/A","D","Numărul de rotații pe secundă (frecvența) are expresia $v=\frac{\omega}{2 \pi}=\frac{v}{2 \pi R}$, unde $v$ este viteza particulei, a cărei expresie rezultă din condiția de mişcare pe cerc a fiecărei particule în parte, adică $\frac{m v^{2}}{R}=q v B$, de unde $v=\frac{q B R}{m}$, cu $q$-sarcina particulei şi $m$-masa acesteia. Astfel, raportul căutat va fi:\\ $\frac{v_{e}}{v_{\alpha}}=\frac{\omega_{e}}{\omega_{\alpha}}=\frac{e}{m_{e}} \cdot \frac{m_{\alpha}}{2 e}=\frac{m_{\alpha}}{m_{e}}=3607,3$\\"
"3. ELECTRICITATE ŞI MAGNETISM","3.172","Un solenoid cu lungimea de $30 \mathrm{~cm}$ este bobinat cu două straturi de sârmă. Stratul interior conține 300 spire, iar cel exterior 250 spire. Curentul care trece prin solenoid are intensitatea de $3 \mathrm{~A}$ şi circulă în acelaşi sens în ambele straturi. Inducția magnetică într-un punct din apropierea axei solenoidului are valoarea:\\","$10^{-3} \mathrm{~T}$","$6,9 \cdot 10^{-3} \mathrm{~A}$","$690 \mathrm{~T}$","$9 \cdot 10^{-3} \mathrm{~T}$","$\left.6,9 \cdot 10^{-3} \mathrm{~T}$","$0,9 \mathrm{~T}$","Răzvan Mitroi","N/A","E","Inducţia magnetică datorată primului strat este $B_{1}=\mu_{0} \frac{N_{1} I}{l}$, iar cea datorată celui de-al doilea strat este $B_{2}=\mu_{0} \frac{N_{2} I}{l}$. Inducţia magnetică totală va fi: $B=B_{1}+B_{2}=\mu_{0} \frac{I}{l}\left(N_{1}+N_{2}\right)=6,9 \cdot 10^{-3} \mathrm{~T}$.\\"
"3. ELECTRICITATE ŞI MAGNETISM","3.173","Într-un câmp magnetic de inducție $B=0,4 \mathrm{~T}$ este plasată o bobină cu $N=300$ spire, având rezistența spirelor $R=40 \Omega$ şi aria secțiunii transversale $S=16 \mathrm{~cm}^{2}$. Bobina este astfel plasată încât axa sa face un unghi $\alpha=60^{\circ}$ cu direcția câmpului magnetic. Sarcina electrică ce trece prin bobină dacă câmpul magnetic se întrerupe brusc este egală cu:\\","$2,4 \cdot 10^{-3} \mathrm{~A}$","$4 \cdot 10^{-3} \mathrm{C}$","$7,4 \cdot 10^{-3} \mathrm{C}$","$2,4 \cdot 10^{-3} \mathrm{C}$","$24 \cdot 10^{-3} \mathrm{C}$","$2 \cdot 10^{-3} \mathrm{~A}$","Răzvan Mitroi","N/A","D","Tensiunea electromotoare indusă în bobină este $e=-\frac{\Delta \Phi}{\Delta t}=$ $=-\frac{\left(\Phi_{f}-\Phi_{i}\right)}{\Delta t}=\frac{N B S \cos \alpha}{\Delta t}$, unde $\Phi_{f}$ este fluxul magnetic final care străbate bobina, iar $\Phi_{i}$ este fluxul magnetic inițial care străbate bobina. Curentul care străbate bobina este $i=\frac{e}{R}=\frac{N B S \cos \alpha}{R \Delta t}$. Dar, curentul prin definiție este $i=\frac{\Delta q}{\Delta t}$, unde $\Delta q$ este sarcina electrică. Egalând cele două relații pentru curent se obține:\\ $\Delta q=\frac{N B S \cos \alpha}{R}=2,4 \cdot 10^{-3} \mathrm{~C}$.\\"
"3. ELECTRICITATE ŞI MAGNETISM","3.174","O spiră aflată în scurtcircuit, având rezistența $R=0,1 \Omega$ este parcursă de un flux magnetic $\Phi$ produs de un electromagnet. Sarcina electrică totală care parcurge spira dacă se întrerupe alimentarea electromagnetului are valoarea de $10^{-3} \mathrm{C}$. Fluxul magnetic produs de electromagnet este egal cu:\\","$5 \cdot 10^{-2} \mathrm{~Wb}$","$2 \cdot 10^{-3} \mathrm{~Wb}$","$5 \cdot 10^{-4} \mathrm{~Wb}$","$10^{-4} \mathrm{~Wb}$","$10^{-5} \mathrm{~Wb}$","$10^{-3} \mathrm{~Wb}$","Ileana Creangă","N/A","D","Tensiunea electromotoare indusă în spiră la întreruperea curentului prin electromagnet are expresia $e=-\frac{\Delta \Phi}{\Delta t}=-\frac{\Phi_{f}-\Phi_{i}}{\Delta t}$, unde $\Phi_{f}$ este fluxul magnetic final, egal cu zero, iar $\Phi_{i}$ este fluxul magnetic inițial, înainte de întreruperea alimentării, egal cu $\Phi$. Sarcina electrică totală care parcurge spira este: $q=i \Delta t=\frac{e}{R} \Delta t=\frac{\Phi}{R}$. Astfel, $\Phi=q R=10^{-4} \mathrm{~Wb}$.\\"
"3. ELECTRICITATE ŞI MAGNETISM","3.175","În interiorul unui solenoid cu lungimea $l=0,25 \mathrm{~m}$ și numărul de spire $N=300$, aflat în aer, se găseşte un inel metalic de arie $S=5 \cdot 10^{-4} \mathrm{~m}^{2}$ şi rezistență $R=0,02 \Omega$. Suprafața inelului este perpendiculară pe axa solenoidului. Curentul în solenoid variază după legea $I=k t$, unde $k=1 \mathrm{~A} / \mathrm{s}$. Forța pe unitatea de lungime care acționează asupra inelului după $5 \mathrm{~s}$ de la închiderea circuitului este:\\","$7,1 \mathrm{~N} / \mathrm{m}$","$28,4 \cdot 10^{-8} \mathrm{~N} / \mathrm{m}$","$7,1 \cdot 10^{-5} \mathrm{~N} / \mathrm{m}$","$10^{-8} \mathrm{~N}$","$51000 \mathrm{~N} / \mathrm{m}$","$10^{-6} \mathrm{~N} / \mathrm{m}$","Ileana Creangă","N/A","B","Forța care acționează asupra inelului este $F=B i l$, iar forța pe unitatea de lungime este $f=\frac{F}{l}=B i$, unde $B$ este inducția magnetică din solenoid $B=\mu_{0} \frac{N I}{l}$, iar $i$ este intensitatea curentului indus $i=\frac{e}{R}$, unde $e$ este tensiunea electromotoare indusă:\\ $e=\frac{\mathrm{d} \phi}{\mathrm{~d} t}=\frac{\mathrm{d}}{\mathrm{~d} t}(B S)=\frac{\mathrm{d}}{\mathrm{~d} t}\left(\mu_{0} \frac{N I}{l} S\right)=\frac{\mathrm{d}}{\mathrm{~d} t}\left(\mu_{0} \frac{N k t}{l} S\right)=\frac{\mu_{0} N k S}{l}$.\\ Înlocuind se obține pentru intensitatea curentului indus expresia: $i=\frac{\mu_{0} N k S}{R l}$ şi $f=\frac{\mu_{0}^{2} N^{2} k^{2} S t}{R l^{2}}=28,4 \cdot 10^{-8} \mathrm{~N} / \mathrm{m}$.\\"
"3. ELECTRICITATE ŞI MAGNETISM","3.176","O tijă metalică (Fig. 3.30) de masă $m=0,1 \mathrm{~kg}$ şi lungimea $25 \mathrm{~cm}$ cade de-a lungul unor şine verticale considerate fără rezistență electrică. În regiunea şinelor acționează un câmp magnetic omogen cu inducția $2 \mathrm{~T}$ , normal pe planul şinelor. Şinele verticale sunt legate între ele cu un rezistor de $1 \Omega$. Se neglijează frecările. Se dă $g=10 \mathrm{~m} / \mathrm{s}^{2}$. Viteza limită de cădere a tijei este:\\","$1 \mathrm{~m} / \mathrm{s}$","$10 \mathrm{~m} / \mathrm{s}$","$4 \mathrm{~m} / \mathrm{s}$","$50 \mathrm{~m} / \mathrm{s}$","$0,1 \mathrm{~m} / \mathrm{s}$","$8 \mathrm{~m} / \mathrm{s}$","Niculae Puşcaş","images/2025_07_01_5b3ff9fa0d508c8e9f17g-183","C","Din condiția de echilibru $F=G \Rightarrow B I l=m g$, unde $I=\frac{e}{R}=\frac{B l v}{R} \Rightarrow \frac{B^{2} l^{2} v}{R}=m g$, iar $v=\frac{m g R}{B^{2} l^{2}}=4 \mathrm{~m} / \mathrm{s}$.\\ \begin{center} \includegraphics[width=0.4\linewidth]{images/2025_07_01_5b3ff9fa0d508c8e9f17g-375}\\ Figura problemei \end{center}\\"
"3. ELECTRICITATE ŞI MAGNETISM","3.177","O bară metalică de lungime $1 \mathrm{~m}$ şi masă $2 \mathrm{~kg}$ se mişcă fără frecare pe o masă orizontală. De mijlocul barei este legat un fir fără greutate care este trecut apoi peste un scripete ideal, fixat la marginea mesei, la celălalt capăt al firului fiind suspendat un corp de $1 \mathrm{~kg}$. Mişcarea barei are loc într-un câmp magnetic cu inducția $2 \cdot 10^{-4} \mathrm{~T}$. Diferența de potențial de la capetele barei după $3 \mathrm{~s}$ de la începutul mişcării sale este ( $g=10 \mathrm{~m} / \mathrm{s}^{2}$ ):\\","$1 \mathrm{~V}$","$0,2 \mathrm{~V}$","$10 \mathrm{~V}$","$0,01 \mathrm{~V}$","$2 \cdot 10^{-3} \mathrm{~V}$","$8 \mathrm{~mV}$","Niculae Puşcaş","N/A","E","$e=B l v=B l \frac{m g}{M+m} t$, unde $v=a t=\frac{m g}{m+M} t$ (figura problemei). Deci $e=2 \mathrm{mV}$.\\ \begin{center} \includegraphics[width=0.4\linewidth]{images/2025_07_01_5b3ff9fa0d508c8e9f17g-375(1)}\\ Figura problemei \end{center}\\"
"3. ELECTRICITATE ŞI MAGNETISM","3.178","Între două conductoare verticale, paralele, fixe, presupuse infinit de lungi, parcurse de curenți cu intensitatea de $1 \mathrm{~A}$, respectiv $2 \mathrm{~A}$, în acelaşi sens, se suspendă un al treilea conductor, paralel cu primele, la distanţa de $0,05 \mathrm{~m}$ faţă de primul conductor. Distanța dintre primele două conductoare astfel încât al treilea conductor, care se poate deplasa lateral în planul celorlalte două, să fie în echilibru, este:\\","$1 \mathrm{~m}$","$0,5 \mathrm{~m}$","$0,15 \mathrm{~m}$","$0,01 \mathrm{~m}$","$10^{-3} \mathrm{~m}$","$0,75 \mathrm{~m}$","Niculae Puşcaş","N/A","C","Din condiția de egalitate a celor două forțe electrodinamice, $F_{13}=F_{23}$, adicã $\mu \frac{I_{1} I_{3} l}{2 \pi a}=\mu \frac{I_{2} I_{3} l}{2 \pi(d-a)} \Rightarrow d=\frac{a\left(I_{1}+I_{2}\right)}{I_{1}}=0,15 \mathrm{~m}$.\\"
"3. ELECTRICITATE ŞI MAGNETISM","3.179","Din două conductoare identice de lungime $L$ se formează o spiră circulară şi una sub formă de triunghi echilateral. Aceste spire sunt traversate perpendicular de liniile unui câmp magnetic variabil $B=B(t)$. Raportul între curentul indus în spira circulară şi cel indus în spira triunghiulară este:\\","$\frac{3 \sqrt{3}}{\pi}$","$\frac{\pi \sqrt{3}}{2}$","$\frac{3 \sqrt{2}}{\pi}$","$\frac{2 \sqrt{3}}{\pi}$","$\frac{2 \pi}{\sqrt{3}}$","$\frac{3 \pi}{\sqrt{2}}$","Mihai Cristea","N/A","A","Tensiunile electromotoare induse în cele două spire sunt: $e_{1}=-\frac{\Delta \Phi}{\Delta t}=-S_{1} \frac{\Delta B}{\Delta t}$ şi $e_{2}=-S_{2} \frac{\Delta B}{\Delta t}$. Considerând $R$ rezistenţa firului, raportul curenților prin spire este: $\frac{I_{1}}{I_{2}}=\frac{e_{1} / R}{e_{2} / R}=\frac{S_{1}}{S_{2}}$, unde $S_{1}=\pi r^{2}=\pi\left(\frac{L}{2 \pi}\right)^{2}=\frac{L^{2}}{4 \pi}$ este suprafața spirei circulare, iar $S_{2}=\frac{L^{2} \sqrt{3}}{36}$ este suprafața triunghiului echilateral de perimetru $L$. Rezultǎ: $\frac{I_{1}}{I_{2}}=\frac{L^{2} / 4 \pi}{L^{2} \sqrt{3} / 36}=\frac{3 \sqrt{3}}{\pi}$.\\"
"3. ELECTRICITATE ŞI MAGNETISM","3.180","Un electron (de sarcină $e=1,6 \cdot 10^{-19} \mathrm{C}$ ) este accelerat într-o tensiune $U=20 \mathrm{~V}$ și intră apoi perpendicular pe inducția unui câmp magnetic omogen. Dacă electronul descrie în jurul inducției un cerc de rază $r=0,5 \mathrm{~cm}$, forța Lorentz ce acționează asupra electronului este egală cu:\\","$3,2 \cdot 10^{-19} \mathrm{~N}$","$1,28 \cdot 10^{-15} \mathrm{~N}$","$4,18 \cdot 10^{-16} \mathrm{~N}$","$8 \cdot 10^{-19} \mathrm{~N}$","$5,4 \cdot 10^{-18} \mathrm{~N}$","$2,8 \cdot 10^{-17} \mathrm{~N}$","Mircea Stan","N/A","B","Deoarece $\frac{m v^{2}}{q}=e U \Rightarrow m v^{2}=q e U$. Forța Lorentz este egală cu forta centrifugă: $F=\frac{m v^{2}}{r}=\frac{2 e U}{r}=1,28 \cdot 10^{-15} \mathrm{~N}$.\\"
"3. ELECTRICITATE ŞI MAGNETISM","3.181","Inducția magnetică în centrul unei bobine cu 50 spire, lungime $5 \mathrm{~cm}$ , parcurse de un curent electric cu intensitatea de $1,5 \mathrm{~A}$, dacă bobina are un miez de fier cu $\mu_{r}=200\left(\mu_{0}=4 \pi \cdot 10^{-7} \mathrm{~N} / \mathrm{A}^{2}\right)$ are valoarea:\\","$25 \cdot 10^{-7} \mathrm{~T}$","$0,12 \pi \mathrm{~T}$","$20 \pi \cdot 10^{-5} \mathrm{~T}$","$30 \pi \mathrm{~T}$","$2,4 \pi \mathrm{~T}$","$50 \cdot 10^{-3} \mathrm{~T}$","Gabriela Tiriba","N/A","C","$B=\frac{\mu_{0} \mu_{r} N I}{l}=0,12 \pi \mathrm{~T}$.\\"
"3. ELECTRICITATE ŞI MAGNETISM","3.182","Două conductoare foarte lungi, paralele, aflate la distanța $d=12 \mathrm{~cm}$ unul de celălalt sunt parcurse de curenți de acelaşi sens având intensitățile $I_{1}=2 \mathrm{~A}$ şi $I_{2}=5 \mathrm{~A}$. Inducția magnetică a câmpului rezultant la jumătatea distanței dintre cele două conductoare $\left(\mu_{0}=4 \pi \cdot 10^{-7} \mathrm{~N} / \mathrm{A}^{2}\right)$ are valoarea:\\","$10^{-5} \mathrm{~T}$","$2 \cdot 10^{-7} \mathrm{~T}$","$3 \cdot 10^{-5} \mathrm{~T}$","$7 \cdot 10^{-7} \mathrm{~T}$","$12 \pi \cdot 10^{-7} \mathrm{~T}$","$1,5 \cdot 10^{-3} \mathrm{~T}$","Gabriela Tiriba","N/A","A","Vectorial, $\vec{B}=\vec{B}_{1}+\vec{B}_{2}$, unde $B_{1}=\mu_{0} \frac{I_{1}}{2 \pi \frac{d}{2}} ; B_{2}=\mu_{0} \frac{I_{2}}{2 \pi \frac{d}{2}}$, iar scalar\\$B=B_{2}-B_{1}=\frac{\mu_{0}}{\pi d}\left(I_{2}-I_{1}\right)=10^{-5} \mathrm{~T}$\\"
"3. ELECTRICITATE ŞI MAGNETISM","3.183","Un conductor rectiliniu, de lungime $l$, parcurs de un curent constant $I$, este plasat într-un câmp magnetic uniform, de inducție $\vec{B}$. Asupra acestuia va acționa forța electromagnetică $\vec{F}$. Care dintre afirmaţiile următoare este falsă?\\","forța $\vec{F}$ este perpendiculară pe inducția magnetică $\vec{B}$","valoarea forței $F$ este maximă când conductorul este perpendicular pe liniile de câmp magnetic","forța $\vec{F}$ este perpendiculară pe viteza de transport a electronilor prin conductor","valoarea forței $F$ este maximă când conductorul este paralel cu liniile de câmp magnetic","valoarea forței $F$ este proporțională cu numărul de electroni care străbat conductorul în unitatea de timp","toate afirmațiile anterioare sunt false","Eugen Scarlat","N/A","D","Se ține cont că $F=B I l \sin \alpha$; când conductorul este paralel cu liniile de câmp magnetic $\alpha=0$, deci $\sin \alpha=0$ și forţa este nulă, nu maximă. Corect $D$.\\"
"3. ELECTRICITATE ŞI MAGNETISM","3.184","Ţinând cont de relația cu care se calculează mărimea forței electromagnetice ce acționează asupra unui conductor rectiliniu, $F=B I l \sin \alpha$, una dintre afirmațiile următoare este falsă:\\","$I$ este intensitatea curentului care trece prin conductor","$B$ este inducția magnetică a câmpului produs de curentul $I$","$\alpha$ este unghiul format de vectorul $\vec{B}$ cu directia conductorului","$l$ este lungimea porțiunii de conductor care se află în câmpul magnetic","forţa $\vec{F}$ este perpendiculară pe planul determinat de vectorul inducție magnetică şi de conductor","toate afirmațiile anterioare sunt false","Eugen Scarlat","N/A","B","$B$ este inducția magnetică a unui câmp exterior în care este plasat conductorul, altul decât câmpul produs de curentul care trece prin conductor.\\"
"3. ELECTRICITATE ŞI MAGNETISM","3.185","Care dintre următoarele afirmații referitoare la forța Lorentz este falsă:\\","sensul forței Lorentz depinde de semnul sarcinii electrice asupra căreia acționează","valoarea forței Lorentz depinde de viteza sarcinii electrice","forța Lorentz modifică energia cinetică a particulei","forța Lorentz nu acționează asupra particulelor fară sarcină electrică","forța Lorentz modifică vectorul viteză a particulei","toate afirmațiile anterioare sunt false","Eugen Scarlat","N/A","C","Forţa Lorentz este în permanență perpendiculară pe viteza de deplasare a particulei, deci accelerația tangențială este mereu nulă şi modulul vitezei rămâne în permanență acelaşi; în consecință, energia cinetică nu se modifică.\\"
