section,exercise_number,exercise_text,a,b,c,d,e,f,author,graphic,answer,solution
"1. MECANICĂ","1.250","O particulă de masă $m$ alunecă fără frecare pornind din $A$ pe o sferă de rază $R$ şi se desprinde de sferă atunci când $\cos \theta=\frac{2}{3}$ (conform Fig. 1.21). În ce punct atinge Pámântul?\\","$\mathrm{A}^{\prime} \mathrm{M}=\frac{13 \sqrt{5}}{27} R$","$\mathrm{A}^{\prime} \mathrm{M}=2 R$","$\mathrm{A}^{\prime} \mathrm{M}=\frac{5 R}{3}$","$\mathrm{A}^{\prime} \mathrm{M}=\frac{10}{3} \sqrt{\frac{R}{3}}$","$\mathrm{A}^{\prime} \mathrm{M}=\frac{13 \sqrt{5} R}{9}$","$\mathrm{A}^{\prime} \mathrm{M}=\frac{13 \sqrt{5} R}{3}$","Alexandrina Nenciu","images/2025_07_01_5b3ff9fa0d508c8e9f17g-057","A","În punctul B (vezi figura problemei), particula se desprinde și cade oblic, cu viteza inițială $v$ de componente $v_{0 x}=v \cos \theta$, $v_{0 y}=v \sin \theta$.\\ În punctul B: $\frac{m v^{2}}{R}=m g \cos \theta \Rightarrow v=\sqrt{R g \cos \theta} \Rightarrow v=\sqrt{\frac{2}{3} R g}$.\\ Când atinge pământul componentele vitezei vor fi:\\ $v_{x}=v_{0 x}=v \cos \theta$, $v_{y}=v_{0 y}+g t \Rightarrow t=\frac{v_{y}-v_{0 y}}{g} \quad (1)$.\\ Din ecuația Galilei: $v_{y}=\sqrt{v^{2} \sin ^{2} \theta+2 \operatorname{Rg}(1+\cos \theta)}$, cu:\\ $\left\{\begin{array}{l} \cos \theta=\frac{2}{3} \Rightarrow v_{y}=\frac{10}{3} \sqrt{\frac{R g}{3}} \quad (2)\\ v=\sqrt{\frac{2}{3} R g} \end{array}\right.$\\ Timpul cât durează cǎderea va fi, folosind (1) şi (2):\\ $t=\frac{1}{3} \sqrt{\frac{10 R}{3 g}}(\sqrt{10}-1)$ şi $\mathrm{A}^{\prime} \mathrm{M}=\frac{13 \sqrt{5}}{27} R$.\\ \begin{center} \includegraphics[width=0.4\linewidth]{images/2025_07_01_5b3ff9fa0d508c8e9f17g-250}\\ Figura problemei \end{center}\\"
"1. MECANICĂ","1.251","O bandă circulară de masă $m$ şi rază $r$ se rotește în jurul unei axe verticale care trece prin centru, perpendiculară pe planul benzii, astfel încât fiecare punct：are viteza $v$. Calculați tensiunea din bandă, presupunând că aceasta este inextensibilă.\\","$T=\frac{m v^{2}}{\pi r^{2}}$","$T=\frac{m v^{2}}{2 \pi r}$","$T=\frac{m v^{2}}{r}$","$T=\frac{m v^{2}}{2 r}$","$T=\frac{m v^{2}}{2}$","$T=\frac{m v}{r}$","Alexandrina Nenciu","N/A","B","Pentru o porțiune de lungime $AB$ (vezi figura problemei) şi masă $\Delta m$, rezultanta tensiunilor $\vec{T}_{1}$ şi $\vec{T}_{2}$ care se exercită în punctele $A$, respectiv $B$, are mărimea:\\ $R_{T_{AB}}=2 T \cos \left(\frac{\pi}{2}-\Delta \theta\right)=2 T_{AB} \sin (\Delta \theta)$, unde $2 \Delta \theta$ este unghiul la centru sub care se vede arcul ${AB}$. La echilibru, această rezultantă este egală cu forța centripetă:\\ $R_{T_{AB}}=\frac{\Delta m v^{2}}{r} \Rightarrow 2 T_{AB} \sin (\Delta \theta)=\frac{\Delta m \cdot v^{2}}{r} \Rightarrow T_{AB}=\frac{\Delta m \cdot v^{2}}{2 r \sin (\Delta \theta)}$.\\ Masa porțiunii considerate este $\Delta m=\rho S r \cdot 2 \Delta \theta$, unde $\rho=$ densitatea materialului, iar $S=$ secțiunea benzii.\\ \begin{center} \includegraphics[width=0.4\linewidth]{images/2025_07_01_5b3ff9fa0d508c8e9f17g-251}\\ Figura problemei \end{center}\\"
"1. MECANICĂ","1.252","Într-un parc de distracții maşinile se deplaseazã pe o buclă verticală, conform Fig. 1.22. Dacă în partea superioară bucla este un cerc de rază $R=10 \mathrm{~m}$, iar punctul cel mai înalt se află la înălțimea $h=30 \mathrm{~m}$ de sol, care este viteza minimă cu care trebuie să intre maşina în buclă, pentru a nu cădea.\\","$50 \mathrm{~m} / \mathrm{s}$","$23 \mathrm{~m} / \mathrm{s}$","$10 \mathrm{~m} / \mathrm{s}$","$26,1 \mathrm{~m} / \mathrm{s}$","$\mathrm{s}=-\mathrm{s}$","$100 \mathrm{~m} / \mathrm{s}$","Alexandrina Nenciu","images/2025_07_01_5b3ff9fa0d508c8e9f17g-057(2)","D","Condiția ca maşina să nu cadă în $A$ (vezi figura problemei) este:\\ $\frac{m v^{2}}{R}=m g \Rightarrow v=\sqrt{R g}$.\\ Dacă intră (în $B$) cu viteza $v_{0}$, atunci conform relației Galilei, va avea în $A$ viteza $v^{2}=v_{0}^{2}-2 g h$. Viteza de intrare va fi:\\ $v_{0}=\sqrt{v^{2}+2 g h}=\sqrt{R g+6 R g}=\sqrt{7 R g} \Rightarrow v_{0}=26,1 \mathrm{~m} / \mathrm{s}$.\\ \begin{center} \includegraphics[width=0.4\linewidth]{images/2025_07_01_5b3ff9fa0d508c8e9f17g-252(1)}\\ Figura problemei \end{center}\\"
"1. MECANICĂ","1.253","Într-un parc de distracții, maşinile alunecă de la înălțimea $h=50 \mathrm{~m}$, pe o curbă ca în Fig. 1.23. Dacă pasagerii suportă o accelerație egală cu $8 g$, care trebuie să fie raza $R$ a cercului de la baza curbei?\\","$50 \mathrm{~m}$","$3 \mathrm{~m}$","$7,2 \mathrm{~m}$","$14,3 \mathrm{~m}$","$50,2 \mathrm{~m}$","$17,2 \mathrm{~m}$","Alexandrina Nenciu","images/2025_07_01_5b3ff9fa0d508c8e9f17g-058(1)","D","Dacă maşinile pleacă din $A$ în repaus, viteza în $B$ va fi:\\ $v^{2}=2 g h \Rightarrow v=\sqrt{2 g h}$.\\ În figura problemei, pasagerii suportă greutatea $G=m g$ şi forța centrifugă $F_{c}=\frac{m v^{2}}{R}$. Forța totală va fi:\\ $R=G+F_{c}=m \cdot 8 g \Rightarrow m g+\frac{m \cdot 2 g h}{R}=8 m g \Rightarrow R=\frac{2}{7} h \Rightarrow R=14,3 \mathrm{~m}$.\\ \begin{center} \includegraphics[width=0.4\linewidth]{images/2025_07_01_5b3ff9fa0d508c8e9f17g-252}\\ Figura problemei \end{center}\\"
"1. MECANICĂ","1.254","Una din metodele de măsurare a vitezei proiectilelor constă în folosirea unui pendul balistic. Acesta este un corp de lemn de masă $m_{2}$, suspendat cu ajutorul a două fire lungi (Fig. 1.24). Inițial pendulul este în repaus. Un proiectil de masă $m_{1}$ loveşte orizontal corpul din lemn și rămâne încastrat, făcând ca pendulul şi proiectilul sã se ridice la înălțimea $h$. Dacă masa pendulului este $m_{2}=4 \mathrm{~kg}$, masa proiectilului este $m_{1}=9,7 \mathrm{~g}$ şi în urma impactului se ridică la $h=19 \mathrm{~cm}$, care este viteza inițială a proiectilului? ($g=9,8 \mathrm{~m} / \mathrm{s}^{2}$).\\","$10 \mathrm{~m} / \mathrm{s}$","$256 \mathrm{~m} / \mathrm{s}$","$1452 \mathrm{~m} / \mathrm{s}$","$3452 \mathrm{~m} / \mathrm{s}$","$960 \mathrm{~m} / \mathrm{s}$","$798 \mathrm{~m} / \mathrm{s}$","Alexandrina Nenciu","images/2025_07_01_5b3ff9fa0d508c8e9f17g-058","F","Ciocnirea proiectil-pendul este total inelastică. Din conservarea impulsului rezultă:\\ $\left(m_{1}+m_{2}\right) v=m_{1} v_{1} \Rightarrow v=\frac{m_{1} v_{1}}{m_{1}+m_{2}} \quad (1)$\\ După ciocnire, pendulul şi proiectilul se ridică la înălţimea $h$. Din conservarea energiei rezultă:\\ $\left(m_{1}+m_{2}\right) \frac{v^{2}}{2}=\left(m_{1}+m_{2}\right) g h \Rightarrow v=\sqrt{2 g h} \quad (2)$\\ Egalând (1) şi (2) rezultă: $\frac{m_{1} v_{1}}{m_{1}+m_{2}}=\sqrt{2 g h} \Rightarrow v_{1}=\frac{m_{1}+m_{2}}{m_{1}} \sqrt{2 g h}=798 \mathrm{~m} / \mathrm{s}$.\\"
"1. MECANICĂ","1.255","O piatră aruncată pe orizontală cu viteza $v_{0}=15 \mathrm{~m} / \mathrm{s}$ de pe acoperişul unei case, cade pe sol sub unghiul $\alpha=60^{\circ}$ față de orizontală. Care este înălțimea $h$ a casei? ($g=9,8 \mathrm{~m} / \mathrm{s}^{2}$).\\","$30,3 \mathrm{~m}$","$34,4 \mathrm{~m}$","$36,1 \mathrm{~m}$","$39,2 \mathrm{~m}$","$35 \mathrm{~m}$","$28 \mathrm{~m}$","George Ionescu","N/A","B","În sistemul de axe indicat pe figura problemei, ecuaţiile de mişcare ale corpului vor fi (se neglijează rezistența aerului): $x=v_{0} t$; $y=h-\frac{1}{2} g t^{2}$. În punctul căderii $y=0 \Rightarrow h=\frac{1}{2} g t_{\text {cădere}}^{2}$.\\ Expresiile celor două componente ale vitezei vor fi: $v_{x}=v_{0}$; $v_{y}=-g t;\\ \operatorname{tg} \alpha=\frac{v_{y}}{v_{x}}$ sau $\operatorname{tg} 60^{\circ}=\frac{g t_{\text {cădere}}}{v_{0}}$.\\ Dar $\operatorname{tg} \alpha=\frac{\sin \alpha}{\cos \alpha} \Rightarrow \frac{\sqrt{3} / 2}{1 / 2}=\sqrt{3}$ şi rezultă: $\sqrt{3}=\frac{9,8 \frac{\mathrm{~m}}{\mathrm{~s}^{2}} t_{\text {cădere}}}{15 \mathrm{~ms}}$.\\ De aici: $h=\frac{1}{2} g t_{\text {cădere}}^{2}$ sau $h=\frac{1}{2} g\left(\frac{v_{0} \operatorname{tg} 60^{\circ}}{g}\right)^{2}=\frac{v_{0}^{2} \operatorname{tg}^{2} 60^{\circ}}{2 \mathrm{~g}}=34,4 \mathrm{~m}$.\\ \begin{center} \includegraphics[width=0.4\linewidth]{images/2025_07_01_5b3ff9fa0d508c8e9f17g-253(2)}\\ Figura problemei \end{center}\\"
"1. MECANICĂ","1.256","Un automobil trece peste un pod convex cu viteza $v=72 \mathrm{~km} / \mathrm{h}$. Să se calculeze raza de curbură a podului la mijlocul acestuia, știind ca în acest punct automobilul apasă cu o forță egală cu $4 / 5$ din greutatea sa. Se va aproxima $g=10 \mathrm{~m} / \mathrm{s}^{2}$.\\","$180 \mathrm{~m}$","$200 \mathrm{~m}$","$240 \mathrm{~m}$","$270 \mathrm{~m}$","$320 \mathrm{~m}$","$254 \mathrm{~m}$","George Ionescu","N/A","B","$F_{\text {apăsare}}=\frac{4}{5} G=G-F_{c f}$ sau $\frac{1}{5} G=F_{c f}$;\\ $\frac{1}{5} m g=\frac{m v^{2}}{R} \Rightarrow v=72 \frac{\mathrm{~km}}{\mathrm{~h}}=20 \frac{\mathrm{~m}}{\mathrm{~s}}$.\\ Rezultă: $R=\frac{5 v^{2}}{g}=200 \mathrm{~m}$.\\ \\ \begin{center} \includegraphics[width=0.4\linewidth]{images/2025_07_01_5b3ff9fa0d508c8e9f17g-253(1)}\\ Figura problemei \end{center}\\"
"1. MECANICĂ","1.257","De pe vârful unei sfere de rază $R=3 \mathrm{~m}$ alunecă liber în jos, fără viteză inițială, un mic corp. La ce înălțime de vârful sferei se va desprinde corpul?\\","$0,5 \mathrm{~m}$","$0,7 \mathrm{~m}$","$1 \mathrm{~m}$","$1,2 \mathrm{~m}$","$1,3 \mathrm{~m}$","$1,5 \mathrm{~m}$","George Ionescu","N/A","C","În momentul desprinderii: $F_{c f}=G_{N} \Rightarrow \frac{m v^{2}}{R}=G \sin \alpha$, unde $\sin \alpha=\frac{h_{2}}{R}$. La conservarea energiei mecanice: $m g h_{1}=\frac{m v^{2}}{2} \Rightarrow v^{2}=2 g h_{1}$;\\ $\frac{m \cdot 2 g h_{1}}{R}=m g \frac{R-h_{1}}{R} \Rightarrow 2 h_{1}=R-h_{1} \Rightarrow h_{1}=\frac{R}{3}=1 \mathrm{~m}$.\\ \begin{center} \includegraphics[width=0.4\linewidth]{images/2025_07_01_5b3ff9fa0d508c8e9f17g-253(3)}\\ Figura problemei \end{center}\\"
"1. MECANICĂ","1.258","Un om deplasează uniform, pe un drum drept şi orizontal, o sanie cu masa de $50 \mathrm{~kg}$, trăgând-o cu o forță constantă de $300 \mathrm{~N}$ prin intermediul unui fir înclinat cu $30^{\circ}$ faţă de orizontală. Calculați valoarea coeficientului de frecare. ($g=9,8 \mathrm{~m} / \mathrm{s}^{2}$).\\","$0,55$","$0,63$","$0,91$","$0,76$","$0,85$","$0,38$","George Ionescu","N/A","D","Cum $v=$ const., rezultǎ $a=0$, deci $\sum F_{i}=m a=0$ şi de aici $F_{\text {frecare}}=F_{\text {orizontal}}$ sau $\mu F_{\text {apăsare}}=F \cos \alpha \Rightarrow \mu(m g-F \sin \alpha)=F_{\text {orizontal}}$ (vezi figura problemei).\\ Deci: $\mu=\frac{F_{\text {orizontal}}}{m_{\text {sanie}} \cdot g-F \sin \alpha} \approx 0,76$.\\ \begin{center} \includegraphics[width=0.4\linewidth]{images/2025_07_01_5b3ff9fa0d508c8e9f17g-253}\\ Figura problemei \end{center}\\"
"1. MECANICĂ","1.259","Cu câți $\mathrm{kW}$ lucrează o locomotivă care dezvoltă o forță de tracțiune de $30000 \mathrm{~N}$ şi remorchează un tren ce se deplasează cu $54 \mathrm{~km} / \mathrm{h}$?\\","$260 \mathrm{~kW}$","$300 \mathrm{~kW}$","$370 \mathrm{~kW}$","$450 \mathrm{~kW}$","$560 \mathrm{~kW}$","$415 \mathrm{~kW}$","George Ionescu","N/A","D","$v=15 \frac{\mathrm{m}}{\mathrm{s}}$; \quad $P=\frac{L}{t}=\frac{F d}{t}=F v=450 \mathrm{~kW}$.\\"
"1. MECANICĂ","1.260","Pentru ca un automobil să se deplaseze cu viteza de $30 \mathrm{~m} / \mathrm{s}$, motorul dezvoltă o putere de $6 \cdot 10^{4} \mathrm{~W}$. Ce distanță poate parcurge automobilul cu $1 \mathrm{~l}$ de benzină, ştiind că energia furnizată de acesta motorului este de $8 \cdot 10^{6} \mathrm{~J} / \mathrm{l}$.\\","$3 \mathrm{~km}$","$3,5 \mathrm{~km}$","$4 \mathrm{~km}$","$4,5 \mathrm{~km}$","$6 \mathrm{~km}$","$7,2 \mathrm{~km}$","George Ionescu","N/A","C","$v=30 \mathrm{~m} / \mathrm{s}; \quad P=6 \cdot 10^{4} \mathrm{~W}$;\\ $P=\frac{L}{t}=\frac{F \cdot d}{t}=F \cdot v \Rightarrow F=\frac{P}{v}$.\\ Dar: $P=\frac{L}{t}=\frac{\eta E}{t} \Rightarrow t=\frac{\eta E}{P}=\frac{V \frac{E s}{V}}{P}$.\\ Spațiul străbătut va fi: $S=v t=4 \mathrm{~km}$.\\"
"1. MECANICĂ","1.261","Pentru a atinge viteza de regim pornind din repaus pe un drum orizontal, un camion este supus un timp $t=10 \mathrm{~s}$ acțiunii unei forțe de tracțiune $F=6 \mathrm{~kN}$, care efectuează în acest interval un lucru mecanic $L=600 \mathrm{~kJ}$. Să calculeze accelerația imprimată camionului.\\","$1 \mathrm{~m} / \mathrm{s}^{2}$","$2 \mathrm{~m} / \mathrm{s}^{2}$","$3 \mathrm{~m} / \mathrm{s}^{2}$","$4 \mathrm{~m} / \mathrm{s}^{2}$","$5 \mathrm{~m} / \mathrm{s}^{2}$","$2,5 \mathrm{~m} / \mathrm{s}^{2}$","George Ionescu","N/A","B","$L=F \cdot d \Rightarrow d=\frac{L}{F}=100 \mathrm{~m}$.\\ Dar: $d=\frac{a t^{2}}{2} \Rightarrow a=\frac{2 d}{t^{2}}=2 \frac{\mathrm{m}}{\mathrm{s}^{2}}$.\\"
"1. MECANICĂ","1.262","Cu ce forţă minimă orizontală trebuie să acționăm asupra unui corp de masă $m=1 \mathrm{~kg}$, ce se află pe un plan înclinat de unghi $\alpha=30^{\circ}$, pentru ca corpul să rămână în repaus? Se dau $\mu=0,2$, $g=10 \mathrm{~m} / \mathrm{s}^{2}$.\\","$5,02 \mathrm{~N}$","$11 \mathrm{~N}$","$3,77 \mathrm{~N}$","$1,78 \mathrm{~N}$","$4,03 \mathrm{~N}$","$2,15 \mathrm{~N}$","George Ionescu","N/A","C","$\alpha=30^{\circ}; \quad m=1 \mathrm{~kg}; \quad \mu=\frac{F_{\text {frecare}}}{F_{\text {apăsare}}}=0,2; \quad g=10 \mathrm{~m} / \mathrm{s}^{2}$.\\ De-a lungul planului înclinat (vezi figura problemei), forțele trebuie să-şi facă echilibru, adică: $G_{t}-F_{\text {frecare}}-F_{\text {proiectat}}=0$ sau:\\ $m g \sin \alpha-\mu m g \cos \alpha=F \cos \alpha$, de unde $F_{\text {min}}=m g(\operatorname{tg} \alpha-\mu)=3,77 \mathrm{~N}$.\\ \begin{center} \includegraphics[width=0.4\linewidth]{images/2025_07_01_5b3ff9fa0d508c8e9f17g-254(1)}\\ Figura problemei \end{center}\\"
"1. MECANICĂ","1.263","O bilă de masă $m=2 \mathrm{~kg}$ este suspendată de un fir de lungime $l=0,4 \mathrm{~m}$. Se imprimă bilei o mişcare de rotație uniformă în planul orizontal (pendul conic) cu viteza unghiulară $\omega=7 \mathrm{rad} / \mathrm{s}$. Să se calculeze energia cinetică a bilei.\\","$7,3 \mathrm{~J}$","$5,8 \mathrm{~J}$","$9,5 \mathrm{~J}$","$4,7 \mathrm{~J}$","$9,8 \mathrm{~J}$","$8,3 \mathrm{~J}$","George Ionescu","N/A","B","Vezi figura problemei.\\ $\operatorname{tg} \alpha=\frac{F_{c f}}{G}=\frac{m v^{2}}{R \cdot m g}=\frac{v^{2}}{R g}$ sau $v^{2}=\lg \frac{\sin ^{2} \alpha}{\cos \alpha}=\omega^{2} R^{2}=\omega^{2} l^{2} \sin ^{2} \alpha;$\\ $\cos \alpha=\frac{g}{\omega^{2} l}=\frac{10 \mathrm{~m} / \mathrm{s}^{2} \cdot \mathrm{~s}^{2}}{49 \cdot 0,4 \mathrm{~m}}=\frac{25}{49}; \quad \sin ^{2} \alpha=1-\cos ^{2} \alpha=1-\frac{25^{2}}{49^{2}};$\\ $E_{\text {cinetic}}=\frac{m v^{2}}{2}=\frac{m}{2} \lg \frac{\sin ^{2} \alpha}{\cos \alpha} \approx 5,8 \mathrm{~J}$.\\ \begin{center} \includegraphics[width=0.4\linewidth]{images/2025_07_01_5b3ff9fa0d508c8e9f17g-254}\\ Figura problemei \end{center}\\"
"1. MECANICĂ","1.264","Un obiect, aruncat sub unghiul $\alpha=30^{\circ}$ fațā de orizontală se află la aceeaşi înălțime $h$ la două momente diferite $t_{1}=3 \mathrm{~s}$ şi $t_{2}=5 \mathrm{~s}$ de la începutul mişcării. Să se determine viteza $v_{0}$ și înălțimea $h$. Se dă $g=10 \mathrm{~m} / \mathrm{s}^{2}$.\\","$70 \mathrm{~m} / \mathrm{s}$ şi $68 \mathrm{~m}$","$80 \mathrm{~m} / \mathrm{s}$ şi $75 \mathrm{~m}$","$90 \mathrm{~m} / \mathrm{s}$ şi $82 \mathrm{~m}$","$78 \mathrm{~m} / \mathrm{s}$ şi $102 \mathrm{~m}$","$45 \mathrm{~m} / \mathrm{s}$ şi $80 \mathrm{~m}$","$73 \mathrm{~m} / \mathrm{s}$ şi $90 \mathrm{~m}$","George Ionescu","N/A","B","În lungul axei $Ox$ mișcarea este uniformă, cu viteza $v_{0 x}$.\\ $v_{0 x}=v_{0} \cos \alpha; \quad v_{0 y}=v_{0} \sin \alpha$.\\ Dar $a_{x}=0; \quad a_{y}=-g$. Rezultă:\\ $v_{x}=v_{0} \cos \alpha; \quad v_{y}=v_{0} \sin \alpha-g t$.\\ $x=v_{0} t \cos \alpha; \quad y=y_{0}+v_{0} t \sin \alpha-\frac{g t^{2}}{2}$.\\ La noi, în condițiile problemei:\\ $h_{1}=y_{0}+v_{0} t_{1} \sin \alpha-\frac{g t_{1}^{2}}{2}; \quad h_{2}=y_{0}+v_{0} t_{2} \sin \alpha-\frac{g t_{2}^{2}}{2}$.\\ Pentru cazul $h_{1}=h_{2}$, obținem: $v\left(t_{2}-t_{1}\right) \sin \alpha-\frac{g}{2}\left(t_{2}^{2}-t_{1}^{2}\right)=0$.\\ $\alpha=30^{\circ} \Rightarrow \sin \alpha=\sin 30^{\circ}=\frac{1}{2}$. Cum $t_{2} \neq t_{1}$, rezultă:\\ $\frac{v_{0}}{2}\left(t_{2}-t_{1}\right)-5 \frac{\mathrm{~m}}{\mathrm{~s}^{2}}\left(t_{2}-t_{1}\right)\left(t_{2}+t_{1}\right)=0$.\\ La noi: $t_{2}=5 \mathrm{~s}; \quad t_{1}=3 \mathrm{~s}; \quad t_{2}-t_{1}=2 \mathrm{~s} \neq 0$, deci:\\ $\frac{1}{2} v_{0}-5 \frac{\mathrm{~m}}{\mathrm{~s}^{2}} \cdot 8 \mathrm{~s}=0 \Rightarrow v_{0}=80 \frac{\mathrm{~m}}{\mathrm{~s}^{2}}$.\\ $h-y_{0}=v_{0} t_{1} \sin \alpha-\frac{g t_{1}^{2}}{2}=80 \frac{\mathrm{~m}}{\mathrm{~s}} \cdot 3 \mathrm{~s} \cdot \frac{1}{2}-5 \frac{\mathrm{~m}}{\mathrm{~s}^{2}} \cdot 3^{2} \mathrm{~s}^{2}=12 \mathrm{~m}-45 \mathrm{~m}=75 \mathrm{~m}$.\\"
"1. MECANICĂ","1.265","Un pendul format dintr-un fir de lungime $l=1,6 \mathrm{~m}$ și o bilă de masă $m=0,5 \mathrm{~kg}$ aflat în poziție de repaus, primeşte un impuls $p=2 \mathrm{~N} \cdot \mathrm{~s}$. Să se calculeze unghiul maxim pe care îl face firul cu poziția de echilibru.\\","$30^{\circ}$","$45^{\circ}$","$60^{\circ}$","$75^{\circ}$","$90^{\circ}$","$180^{\circ}$","George Ionescu","N/A","C","Avem: $E_{\text {pot}}=m g \Delta h; \quad \Delta h=l\left(1-\cos \alpha_{\max}\right)$.\\ În punctul de sus: $E_{\substack{\text {potențial} \\ \text {""sus""}}}=E_{\substack{\text {cinetic} \\ \text {""jos""}}}; \quad m g \Delta h=\frac{m v^{2}}{2}=\frac{m^{2} v^{2}}{2 m}$.\\ Sau: $m g \Delta h=\frac{p^{2}}{2 m}; \quad m g l\left(1-\cos \alpha_{\max}\right)=\frac{p^{2}}{2 m}$ şi înlocuind:\\ $\alpha_{\max }=\arccos \frac{1}{2}=60^{\circ}$.\\"
"1. MECANICĂ","1.266","Ce viteză inițială i se imprimă unui obuz lansat sub unghiul $\alpha=30^{\circ}$ pentru a cădea la distanța $d=17300 \mathrm{~m}$? Se aproximează $g=10 \mathrm{~m} / \mathrm{s}^{2}$. Se neglijează rezistența aerului.\\","$446 \mathrm{~m} / \mathrm{s}$","$495 \mathrm{~m} / \mathrm{s}$","$502,1 \mathrm{~m} / \mathrm{s}$","$385 \mathrm{~m} / \mathrm{s}$","$324 \mathrm{~m} / \mathrm{s}$","$523 \mathrm{~m} / \mathrm{s}$","George Ionescu","N/A","A","$v_{x}=v_{0} \cos \alpha; \quad v_{y}=v_{0} \sin \alpha-g t$;\\ $x=v_{0} t \cos \alpha; \quad y=v_{0} t \sin \alpha-\frac{1}{2} g t^{2}$;\\ Pentru ""bătaia"" (distanța) $x=d$, vom avea $d=v_{0} t \cos \alpha \Rightarrow t=\frac{d}{v_{0} \cos \alpha}$.\\ Dar atunci când  $x=d$, avem $y=0$ (obuzul ajunge din nou la suprafața pământului) şi: $v_{0} t \sin \alpha=\frac{1}{2} g t^{2}$;\\ Cum $t \neq 0$, rămâne: $v_{0} \sin \alpha=\frac{g t}{2}=\frac{g}{2} \frac{d}{v_{0} \cos \alpha}$ şi de aici:\\ $v_{0}^{2}=\frac{g d}{2 \sin \alpha \cos \alpha}=\frac{g d}{\sin 2 \alpha} \Rightarrow v_{0}=446 \mathrm{~m} / \mathrm{s}$.\\"
"1. MECANICĂ","1.267","De un lanţ rigid, ce rezistă la o tensiune maximă $T_{\max}=40 \mathrm{~N}$, este suspendat un corp cu masa $m=1 \mathrm{~kg}$. Care este unghiul pe care îl poate face lanţul cu poziția de echilibru, astfel ca lanțul să nu se rupă în timpul oscilației?\\","$75^{\circ}$","$90^{\circ}$","$110^{\circ}$","$120^{\circ}$","$60^{\circ}$","$45^{\circ}$","George Ionescu","N/A","D","În poziția $D$ (vezi figura problemei):\\ $G+F_{c f}=T_{\max} \Rightarrow m g+\frac{m v_{\max}^{2}}{l} \leq T_{\max}$.\\ În punctul $A$:\\ $v_{A}=0; \quad F_{c f}=\frac{m v_{A}^{2}}{l}=0; \quad T<G$.\\ În punctul $D$, tensiunea este maximă pentru că viteza masei pendulului este maximă. Dar în punctul $D$ (cel mai de jos) avem:\\ $E_{\text {potențial}}=E_{\text {cinetic}} \Rightarrow m g l(1-\cos \alpha)=\frac{m v_{\max}^{2}}{2} \Rightarrow v_{\max}=\sqrt{2 g l\left(1-\cos \alpha_{\max}\right)}$.\\ $F_{c f \max}=\frac{m v_{\max}^{2}}{l}=\frac{m g}{l} \cdot 2 l\left(1-\cos \alpha_{\max}\right)=2 m g\left(1-\cos \alpha_{\max}\right)$.\\ În poziția $D$, de „echilibru"" trebuie însă îndeplinită condiția:\\ $T=G+F_{c f}=\frac{m v_{0}^{2}}{l}+m g \leq T_{\max}$;\\ Sau: $3 g-2 g \cos \alpha_{\max} \leq 40 \frac{\mathrm{~m}}{\mathrm{~s}^{2}} \Rightarrow \alpha_{\max}=\arccos \left(-\frac{1}{2}\right)=120^{\circ}$.\\ \begin{center} \includegraphics[width=0.4\linewidth]{images/2025_07_01_5b3ff9fa0d508c8e9f17g-256}\\ Figura problemei \end{center}\\"
